,original_title,budget,genres,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,ret_rate,rev_rate,log_rev_rate,log_budget,log_revenue,Profitable,all_keywords,lang_en
260,An Education,7500000,"['Drama', 'Romance']",24684,"['adolescence', 'age difference', 'self-discovery', 'coming of age', 'love affair', 'youth', 'family', 'woman director', 'teaching the ways of the world', 'parents and children', 'love and romance', 'teenage life']",en,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",16.990308,['BBC Films'],"['United Kingdom', 'United States of America']",2009-10-29,26096852,100.0,['English'],An education isn't always by the book.,An Education,6.8,409,Color,Lone Scherfig,278.0,100.0,92.0,221.0,Olivia Williams,3000.0,Dominic Cooper,112138,4198,Ellie Kendrick,0.0,"['1960s', 'age difference', 'france', 'loss of virginity', 'oxford']",http://www.imdb.com/title/tt1174732/?ref_=fn_tt_tt_1,237.0,English,UK,PG-13,2009.0,766.0,7.3,2.35,12000,18596852,2.479580266666667,3.479580266666667,1.246911673485227,15.830413578506539,17.077325251991766,True,"['youth', 'parents and children', 'family', 'teenage life', 'teaching the ways of the world', 'self-discovery', 'love affair', '1960s', 'france', 'coming of age', 'oxford', 'woman director', 'love and romance', 'loss of virginity', 'age difference', 'adolescence']",True
262,An Ideal Husband,14000000,"['Drama', 'Comedy', 'Romance']",24137,[],en,"Sir Robert Chiltern is a successful Government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed. Sir Robert turns for help to his friend Lord Goring, an apparently idle philanderer and the despair of his father. Goring knows the lady of old, and, for him, takes the whole thing pretty seriously.",4.519523,"['Miramax Films', 'Pyramide Productions']","['United Kingdom', 'United States of America']",1999-04-15,18535191,97.0,['English'],He just doesn't know it yet.,An Ideal Husband,6.3,46,Color,Oliver Parker,105.0,97.0,32.0,327.0,Rupert Everett,893.0,Minnie Driver,12980,2640,Jeremy Northam,3.0,"['bachelor', 'blackmail', 'character says i love you', 'flirting', 'social satire']",http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,132.0,English,UK,PG-13,1999.0,692.0,6.9,1.85,646,4535191,0.3239422142857143,1.3239422142857142,0.280613811763045,16.454567887579532,16.73518169934258,True,"['bachelor', 'flirting', 'social satire', 'blackmail', 'character says i love you']",True
264,An Unfinished Life,30000000,['Drama'],1947,"['loss of son', 'sheriff', 'wyoming', 'grandfather granddaughter relationship', 'violence against women']",en,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. Then, suddenly, the woman he blames for the death of his only son arrives at his door broke, desperate, and with a granddaughter he's never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure, and forgiveness.",6.353971,"['Miramax Films', 'Revolution Studios', 'Persistent Entertainment', 'Initial Entertainment Group (IEG)', 'The Ladd Company', 'Kalis Productions GmbH & Co. Zweite KG', 'Unfinished Films']","['United States of America', 'Germany']",2005-09-09,18618284,108.0,"['English', 'Fran\\u00e7ais']",Every secret takes on a life of its own.,An Unfinished Life,6.7,161,Color,Lasse Hallström,107.0,108.0,529.0,83.0,Camryn Manheim,11000.0,Morgan Freeman,24033,11519,Lynda Boyd,3.0,"['abusive boyfriend', 'bear', 'car accident', 'ranch', 'wyoming']",http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,152.0,English,USA,PG-13,2005.0,329.0,7.0,2.35,0,-11381716,-0.37939053333333334,0.6206094666666667,-0.47705327302898365,17.216707939626428,16.739654666597445,False,"['ranch', 'sheriff', 'loss of son', 'wyoming', 'bear', 'violence against women', 'grandfather granddaughter relationship', 'car accident', 'abusive boyfriend']",True
265,Anaconda,45000000,"['Adventure', 'Horror', 'Thriller']",9360,"['amazon', 'jungle', 'anaconda', 'film crew', 'killer snake', 'river boat', 'amazon river', 'animal horror']",en,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",27.684779,"['Columbia Pictures Corporation', 'Middle Fork Productions', 'Iguana Producciones', 'Skylight Cinema Foto Art', 'St. Tropez Films', 'Cinema Line Film Corporation']","['Brazil', 'Peru', 'United States of America']",1997-04-11,136885767,89.0,['English'],When You Can't Breathe You Can't Scream.,Anaconda,4.7,610,Color,Luis Llosa,119.0,89.0,49.0,514.0,Eric Stoltz,2000.0,Frank Welker,73539,3717,Kari Wuhrer,0.0,"['amazon', 'anaconda', 'boat', 'jungle', 'snake']",http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,271.0,English,USA,PG-13,1997.0,902.0,4.6,2.35,0,91885767,2.041905933333333,3.041905933333333,1.1124842707203715,17.622173047734595,18.734657318454964,True,"['film crew', 'amazon river', 'animal horror', 'amazon', 'snake', 'anaconda', 'river boat', 'killer snake', 'boat', 'jungle']",True
266,Anacondas: The Hunt for the Blood Orchid,20000000,"['Adventure', 'Action', 'Horror', 'Science Fiction', 'Thriller']",11237,"['snake', 'expedition', 'traitor', 'research', 'orchid', 'jungle', 'animal horror']",en,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.",9.855474000000001,"['Screen Gems', 'Middle Fork Productions']",['United States of America'],2004-08-26,70992898,97.0,"['English', 'P\\u0443\\u0441\\u0441\\u043a\\u0438\\u0439']",,Anacondas: The Hunt for the Blood Orchid,4.9,199,Color,Dwight H. Little,94.0,97.0,27.0,522.0,Salli Richardson-Whitfield,601.0,Nicholas Gonzalez,22243,2730,Johnny Messner,0.0,"['anaconda', 'blood', 'borneo', 'flower', 'orchid']",http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,144.0,English,USA,PG-13,2004.0,543.0,4.6,2.35,686,50992898,2.5496449,3.5496449,1.2668475703151594,16.811242831518264,18.078090401833425,True,"['flower', 'borneo', 'blood', 'expedition', 'research', 'jungle', 'animal horror', 'traitor', 'snake', 'anaconda', 'orchid']",True
267,Analyze That,60000000,"['Comedy', 'Crime']",9932,"['prison', 'gold', 'therapist', 'gangster']",en,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",21.08952,"['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.', 'Tribeca Productions', 'Baltimore Spring Creek Pictures', 'Face Productions']","['Australia', 'United States of America']",2002-12-06,55003135,96.0,['English'],Back in therapy,Analyze That,5.7,380,Color,Harold Ramis,105.0,96.0,11000.0,236.0,Cathy Moriarty,22000.0,Robert De Niro,69319,22889,Joe Viterelli,1.0,"['blonde', 'mafia', 'mental illness', 'prison', 'second part']",http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1,138.0,English,USA,R,2002.0,394.0,5.9,1.85,846,-4996865,-0.08328108333333334,0.9167189166666667,-0.08695437861406799,17.909855120186375,17.822900741572308,False,"['second part', 'gold', 'gangster', 'mental illness', 'therapist', 'prison', 'blonde', 'mafia']",True
268,Analyze This,80000000,"['Comedy', 'Crime']",9535,"['new york', 'mafia boss', 'wedding', 'psychiatrist']",en,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",29.415228999999997,"['Spring Creek Productions', 'Warner Bros.', 'Tribeca Productions', 'Baltimore Pictures']","['Australia', 'United States of America']",1999-03-05,176885658,103.0,['English'],New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.,Analyze This,6.4,503,Color,Harold Ramis,145.0,103.0,11000.0,636.0,Chazz Palminteri,22000.0,Robert De Niro,123940,24333,Molly Shannon,2.0,"['analyst', 'mafia', 'patient', 'psychiatrist', 'wedding']",http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,337.0,English,USA,R,1999.0,979.0,6.7,1.85,0,96885658,1.211070725,2.211070725,0.7934768891520418,18.197537192638155,18.991014081790198,True,"['patient', 'psychiatrist', 'mafia boss', 'new york', 'wedding', 'mafia', 'analyst']",True
269,Anastasia,53000000,"['Animation', 'Family']",9444,"['tzar', 'musical', 'russian revolution', 'train explosion', 'foreign language adaptation', 'exploding train']",en,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",45.565917999999996,"['Twentieth Century Fox Film Corporation', 'Fox Animation Studios', 'Fox Family Films', 'The Big Gun Project', 'Little Wolf Entertainment']",['United States of America'],1997-11-20,139804348,94.0,"['English', 'P\\u0443\\u0441\\u0441\\u043a\\u0438\\u0439', 'Fran\\u00e7ais']",Discover the Adventure Behind the Greatest Mystery of Our Time.,Anastasia,7.4,1432,Color,Don Bluth,78.0,94.0,383.0,753.0,Kelsey Grammer,4000.0,Kirsten Dunst,86347,6017,Bernadette Peters,1.0,"['amnesia', 'reference to anastasia romanov', 'romanov', 'russia', 'russian revolution']",http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,191.0,English,USA,G,1997.0,808.0,7.1,2.35,0,86804348,1.6378178867924529,2.637817886792453,0.9699520173376208,17.785802471516394,18.755754488854016,True,"['exploding train', 'reference to anastasia romanov', 'foreign language adaptation', 'tzar', 'musical', 'amnesia', 'romanov', 'train explosion', 'russia', 'russian revolution']",True
270,Anchorman 2: The Legend Continues,50000000,['Comedy'],109443,"['journalism', 'mustache', 'tv news', 'newsroom', 'gang warfare', 'aftercreditsstinger', 'news spoof', 'tv news anchor']",en,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",38.125008,"['Paramount Pictures', 'Gary Sanchez Productions', 'Apatow Productions']",['United States of America'],2013-12-18,173649015,119.0,['English'],It's kind of a big deal,Anchorman 2: The Legend Continues,6.0,923,Color,Adam McKay,272.0,143.0,285.0,7000.0,Will Ferrell,11000.0,Harrison Ford,131227,28176,Steve Carell,2.0,"['fame', 'father son relationship', 'interracial kiss', 'interracial relationship', 'interracial sex']",http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,346.0,English,USA,PG-13,2013.0,8000.0,6.3,2.35,41000,123649015,2.4729803,3.4729803,1.2450131014164512,17.72753356339242,18.97254666480887,True,"['tv news', 'news spoof', 'interracial kiss', 'newsroom', 'aftercreditsstinger', 'journalism', 'tv news anchor', 'fame', 'interracial relationship', 'gang warfare', 'interracial sex', 'mustache', 'father son relationship']",True
271,Anchorman: The Legend of Ron Burgundy,26000000,['Comedy'],8699,"['journalism', 'sexism', 'ladder', 'panda', 'tv show in film', 'mustache', 'misogynist', 'newsroom', 'teleprompter', 'gang warfare', 'aftercreditsstinger', 'duringcreditsstinger', 'news spoof']",en,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",29.342744,['Apatow Productions'],['United States of America'],2004-07-09,90574188,94.0,['English'],They bring you the news so you don't have to get it yourself.,Anchorman: The Legend of Ron Burgundy,6.7,1493,Color,Adam McKay,181.0,98.0,285.0,7000.0,Will Ferrell,640000.0,Darcy Donavan,267921,656730,Steve Carell,5.0,"['1970s', 'anchorman', 'news anchor', 'newsroom', 'tv station']",http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,577.0,English,USA,PG-13,2004.0,8000.0,7.2,1.85,0,64574188,2.4836226153846153,3.4836226153846153,1.2480727337732962,17.073607095985757,18.321679829759052,True,"['news spoof', 'tv show in film', 'teleprompter', 'newsroom', 'aftercreditsstinger', 'ladder', '1970s', 'journalism', 'duringcreditsstinger', 'misogynist', 'tv station', 'news anchor', 'anchorman', 'sexism', 'gang warfare', 'panda', 'mustache']",True
272,And So It Goes,18000000,"['Comedy', 'Drama', 'Romance']",253235,"['grandfather granddaughter relationship', 'neighbor', 'wealthy', 'elderly', 'estrangement']",en,A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,9.633711,"['Castle Rock Entertainment', 'Envision Entertainment', 'ASIG Productions']",['United States of America'],2014-07-20,25312387,94.0,['English'],,And So It Goes,5.7,164,Color,Rob Reiner,107.0,94.0,0.0,197.0,Annie Parisse,712.0,Yaya DaCosta,8895,1673,Frankie Valli,2.0,"['four word title', 'grandparent grandchild relationship', 'reference to facebook', 'reference to the internet', 'singer']",http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,48.0,English,USA,PG-13,2014.0,341.0,5.7,2.35,3000,7312387,0.4062437222222222,1.4062437222222222,0.34092212276309775,16.70588231586044,17.046804438623536,True,"['singer', 'neighbor', 'grandparent grandchild relationship', 'elderly', 'estrangement', 'grandfather granddaughter relationship', 'wealthy', 'four word title', 'reference to facebook', 'reference to the internet']",True
275,Angel Eyes,53000000,"['Drama', 'Romance', 'Thriller']",5852,"['car crash', 'police officer']",en,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.",6.4546339999999995,"['Epsilon Motion Pictures', 'Morgan Creek Productions', 'The Canton Company', 'AE Two Film Productions', 'Angel Eyes Productions']",['United States of America'],2001-05-15,29700000,102.0,['English'],"The deeper you look, the more you will find.",Angel Eyes,5.6,88,Color,Luis Mandoki,106.0,102.0,43.0,280.0,Shirley Knight,308.0,Sonia Braga,19686,1440,Kari Matchett,0.0,"['apartment', 'fate', 'gun', 'love', 'mysterious man']",http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180.0,English,USA,R,2001.0,285.0,5.6,1.85,689,-23300000,-0.439622641509434,0.560377358490566,-0.579144867743468,17.785802471516394,17.20665760377293,False,"['apartment', 'mysterious man', 'fate', 'car crash', 'gun', 'police officer', 'love']",True
277,Angels & Demons,150000000,"['Thriller', 'Mystery']",13448,"['rome', 'vatican', 'based on novel', 'symbolism', 'christian', 'illuminati', 'quantum mechanics', 'prequel', 'anti matter', 'conspiracy', 'investigator', 'catholicism', 'cern']",en,"Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.",67.447636,"['Columbia Pictures', 'Imagine Entertainment', 'Panorama Films', 'Skylark Productions']","['Italy', 'United States of America']",2009-05-13,356613439,138.0,"['English', 'Italiano', 'Latin', 'Fran\\u00e7ais', 'Deutsch', '\\u666e\\u901a\\u8bdd']",,Angels & Demons,6.5,2129,Color,Ron Howard,298.0,146.0,2000.0,294.0,Ayelet Zurer,15000.0,Tom Hanks,207839,16948,Armin Mueller-Stahl,2.0,"['conclave', 'illuminati', 'murder', 'reference to bernini', 'reference to raphael']",http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,435.0,English,USA,PG-13,2009.0,745.0,6.7,2.35,0,206613439,1.3774229266666667,2.3774229266666667,0.8660170971061214,18.82614585206053,19.69216294916665,True,"['murder', 'christian', 'conclave', 'investigator', 'illuminati', 'catholicism', 'anti matter', 'reference to raphael', 'quantum mechanics', 'cern', 'rome', 'based on novel', 'vatican', 'symbolism', 'reference to bernini', 'conspiracy', 'prequel']",True
